epoch,train_loss,val_loss,train_acc,val_acc
1,1.5791362209506454,1.8161345399948994,0.46279128038085693,0.3634361233480176
2,1.3043434133627636,1.408051184095475,0.54347281383112,0.4878854625550661
3,1.2246512159074168,1.6879318112318735,0.5687797544475068,0.4118942731277533
4,1.162332661078407,1.358702968395754,0.5938361312954147,0.5187224669603524
5,1.124053286463657,1.3665047217045587,0.6098722124780757,0.5099118942731278
6,1.0943087415867239,1.3242671568488233,0.6153846153846154,0.525330396475771
7,1.0730847673170012,1.3047668907610857,0.6229015284389877,0.5429515418502202
8,1.0581683746348405,1.3369840698620297,0.6286644951140065,0.5341409691629956
9,1.0184365339489456,1.3502615910794766,0.6426960661488349,0.552863436123348
10,1.0118130779122985,1.4011430194199348,0.6356802806314207,0.5330396475770925
11,0.9999738784399107,1.373794162325922,0.6452017038336256,0.5242290748898678
12,0.9880084571340155,1.2076561726662556,0.646203958907542,0.579295154185022
13,0.9557471622264168,1.2964361328385474,0.6725131545978451,0.5451541850220264
14,0.9553269760795656,1.274176228414023,0.665497369080431,0.5726872246696035
15,0.9433585045123214,1.3381113018758497,0.6740165372087196,0.5594713656387665
16,0.9328910609409942,1.3626114434607755,0.6722625908293661,0.552863436123348
17,0.9266979033951173,1.2919811488248178,0.6765221748935104,0.579295154185022
18,0.8729350968907872,1.4154509038126941,0.68479077925332,0.5693832599118943
19,0.9034187219489997,1.4391487978628554,0.6875469807065898,0.5341409691629956
20,0.8844975192455443,1.192941831334572,0.6893009270859434,0.5870044052863436
21,0.8687974838976333,1.2446735220333554,0.6990729140566274,0.6090308370044053
22,0.8575129793778126,1.4029175342442182,0.7010774242044601,0.5352422907488987
23,0.8508444840494059,1.3242654650746988,0.6973189676772739,0.5903083700440529
24,0.8367810625087286,1.1972609175459403,0.7090954647957906,0.6024229074889867
25,0.8365059056039503,1.2232568734017764,0.7003257328990228,0.5925110132158591
26,0.8125783617082499,1.2069328401057207,0.7133550488599348,0.6090308370044053
27,0.8099445627763796,1.1389866946552294,0.7158606865447257,0.6167400881057269
28,0.8006755303571887,1.2816869666397834,0.7246304184414933,0.5671806167400881
29,0.8016706719729453,1.2643721844131202,0.7253821097469306,0.5903083700440529
30,0.7603970549812116,1.1809433047466866,0.7356552242545727,0.6134361233480177
31,0.8049678724381416,1.2866637008305688,0.7213730894512653,0.5936123348017621
32,0.7495187307264356,1.3207567972233643,0.7351540967176147,0.5572687224669604
33,0.7610938918079777,1.2028690944159084,0.7344024054121774,0.6244493392070485
34,0.7417527677211747,1.2634671222796,0.7379102981708845,0.6068281938325991
35,0.7364402144542466,1.3738644674486,0.7409170633926334,0.566079295154185
36,0.7264640428045583,1.190503288995852,0.7409170633926334,0.6079295154185022
37,0.7355151160024396,1.981824669018716,0.7344024054121774,0.4845814977973568
38,0.7159350584455971,1.2386346866380802,0.7454272112252568,0.6013215859030837
39,0.6887956265219171,1.3234532493851783,0.7592082184916061,0.5881057268722467
40,0.6964631799437653,1.1645719107027095,0.7574542721122526,0.6134361233480177
41,0.6766658247010029,1.2542920438203518,0.7564520170383363,0.5881057268722467
42,0.6765214149529579,1.3503413473456967,0.7612127286394388,0.5881057268722467
43,0.6640614496380188,1.2822115710128246,0.7669756953144575,0.5892070484581498
44,0.6737622327447326,1.1438418253928029,0.758707090954648,0.6189427312775331
45,0.6613171955183674,1.4467080232855507,0.7667251315459784,0.5770925110132159
46,0.6483363739920271,1.3150732359697115,0.7704835880731646,0.5947136563876652
47,0.6302313378388289,1.4924048321887786,0.7772488098220998,0.5781938325991189
48,0.6236742083603981,1.264183103250512,0.7827612127286394,0.5803964757709251
49,0.6374956221844552,1.3071699420786114,0.7737409170633927,0.5803964757709251
50,0.6057790599052125,1.2858120305422645,0.7817589576547231,0.5825991189427313
