epoch,train_loss,val_loss,train_acc,val_acc
1,0.8350071780172633,0.5751442215384891,0.713856176396893,0.7775330396475771
2,0.3693109901215432,0.4117070591725442,0.8732147331495865,0.8270925110132159
3,0.2860941034276155,0.5967835974848792,0.897018291155099,0.7775330396475771
4,0.2534915602571592,0.5435675158776191,0.9120521172638436,0.7940528634361234
5,0.21830178547087722,0.47590504532335287,0.9165622650964671,0.8337004405286343
6,0.2117300846543237,0.42677316181197567,0.9305938361312954,0.8359030837004405
7,0.1952067976441786,0.36457453891306724,0.9308443998997745,0.8568281938325991
8,0.18510396846536706,0.3016522232964143,0.9366073665747933,0.8876651982378855
9,0.16468972345546684,0.32814313714199655,0.9396141317965422,0.8876651982378855
10,0.16250793773618386,0.296750659263582,0.9368579303432724,0.8832599118942731
11,0.17542601128294785,0.3808459515179741,0.9341017288900025,0.8645374449339207
12,0.14993446481404105,0.31309159020052213,0.9446254071661238,0.8986784140969163
13,0.13326855926428843,0.38014246600101564,0.9526434477574542,0.8689427312775331
14,0.14826419270746513,0.3041526910393511,0.9443748433976447,0.8997797356828194
15,0.14283302570271988,0.32522274275609836,0.9468804810824355,0.8810572687224669
16,0.12835158963261378,0.29953522141461925,0.9531445752944124,0.8854625550660793
17,0.13995916398059632,0.2885099220251673,0.945377098471561,0.8909691629955947
18,0.12801619663748698,0.2826417681231832,0.9541468303683287,0.9030837004405287
19,0.13299114804783058,0.26105580993390554,0.9501378100726635,0.9019823788546255
20,0.1268964035899022,0.34137500230928614,0.9538962665998496,0.8821585903083701
21,0.11566680373702841,0.2883127418580431,0.9553996492107242,0.8953744493392071
22,0.12367092074270507,0.29440633811893574,0.9536457028313706,0.9085903083700441
23,0.12609815538728544,0.344785241824385,0.9551490854422451,0.8854625550660793
24,0.10577045665203076,0.5171126168939728,0.9594086695063894,0.8314977973568282
25,0.11124877548589648,0.31230818519203635,0.9569030318215986,0.8931718061674009
26,0.10562531267736407,0.28344004570059317,0.961413179654222,0.9008810572687225
27,0.10483135210793065,0.304766878856465,0.961413179654222,0.9052863436123348
28,0.10241564074346847,0.3134873742129509,0.9626659984966174,0.8909691629955947
29,0.10792463540515634,0.36611350255213243,0.9599097970433476,0.8876651982378855
30,0.10897101945400357,0.28918519964244727,0.9599097970433476,0.9019823788546255
