epoch,train_loss,val_loss,train_acc,val_acc
1,0.8214727208089243,0.4787985398905918,0.7238787271360562,0.8116740088105727
2,0.3703275896035708,0.4429864383801112,0.8672012027060887,0.8182819383259912
3,0.27948974384323033,0.27912895865574283,0.9017790027562015,0.8942731277533039
4,0.24772027448525377,0.3374766479328373,0.9085442245051366,0.8744493392070485
5,0.21735058482563666,0.35131830013755067,0.9198195940866951,0.8711453744493393
6,0.20840476415594011,0.2478804948046344,0.9280881984465046,0.9129955947136564
7,0.1842504225034697,0.2626463868183449,0.9358556752693561,0.9030837004405287
8,0.17624014426341064,0.2898874048406201,0.9346028564269606,0.8920704845814978
9,0.14887783415330866,0.2646171935307814,0.9468804810824355,0.8964757709251101
10,0.1565290338454749,0.27897631839360826,0.9433725883237284,0.9074889867841409
11,0.1511181826371652,0.382780052229019,0.9423703332498121,0.8601321585903083
12,0.15001756922661347,0.23083516950862654,0.948634427461789,0.9162995594713657
13,0.15459611766979348,0.42789129592922653,0.9416186419443748,0.8557268722466961
14,0.13145100340840812,0.44623364209472344,0.9541468303683287,0.8513215859030837
15,0.12918232353341158,0.30458004129846683,0.9508895013781007,0.8920704845814978
16,0.1384047916645814,0.28510849418668366,0.9463793535454773,0.8931718061674009
17,0.14170045166483383,0.2938599547620382,0.9498872463041844,0.8964757709251101
18,0.12607492760581737,0.25997375512403303,0.9513906289150589,0.9052863436123348
19,0.12654343482636174,0.2976402540574269,0.951641192683538,0.8975770925110133
20,0.11525554385617752,0.263284184157875,0.9533951390628915,0.9030837004405287
21,0.10263971722094645,0.286263373196802,0.9596592332748685,0.9030837004405287
22,0.11004837079240143,0.3059992949736801,0.961413179654222,0.8909691629955947
23,0.11255491082679057,0.3385865549580858,0.9569030318215986,0.8909691629955947
24,0.10244495407273314,0.2935101192924776,0.9589075419694312,0.9041850220264317
25,0.10661846751767691,0.29556302352983294,0.9591581057379103,0.8997797356828194
26,0.10696359986658235,0.3449872305836233,0.961413179654222,0.8975770925110133
27,0.10281696696365515,0.26206364626032075,0.9616637434227011,0.9041850220264317
28,0.1009845450936822,0.23984339678073344,0.9606614883487847,0.9107929515418502
29,0.09015174173294706,0.31681385733641576,0.9644199448759709,0.8887665198237885
30,0.08334520018039505,0.30943126765288526,0.9651716361814082,0.9052863436123348
