epoch,train_loss,val_loss,train_acc,val_acc
1,0.7035624643848881,0.5912021329618236,0.7647206213981458,0.775330396475771
2,0.31189626108073737,0.4787320764858423,0.8867451766474568,0.8259911894273128
3,0.24794213114242392,0.4697255439531173,0.9148083187171135,0.8314977973568282
4,0.21476071848214584,0.5655036185756693,0.9223252317714858,0.8226872246696035
5,0.18863718831070203,0.5246911046768555,0.9308443998997745,0.8248898678414097
6,0.17337658018269536,0.36286279203902033,0.9361062390378351,0.8689427312775331
7,0.16768651399448742,0.2804545134106971,0.9383613129541468,0.9019823788546255
8,0.17529479367366801,0.30430797266276166,0.932347782510649,0.8953744493392071
9,0.15520021026107908,0.3419305316222799,0.9446254071661238,0.8876651982378855
10,0.1370382148840618,0.25112799980363804,0.9496366825357053,0.9107929515418502
11,0.1421165939964647,0.29637878055382716,0.9476321723878727,0.8909691629955947
12,0.13607428737957356,0.318130890470149,0.9508895013781007,0.8931718061674009
13,0.12470607406900092,0.30199598851380355,0.9528940115259333,0.8953744493392071
14,0.12535225643501696,0.2592668322565865,0.948634427461789,0.9019823788546255
15,0.11829220711161875,0.2820413653579303,0.9559007767476823,0.9019823788546255
16,0.11487108804481545,0.28289068526189837,0.9586569782009522,0.9052863436123348
17,0.11510421262703513,0.23773723465722826,0.9576547231270358,0.9140969162995595
18,0.11414618847275163,0.29367884089821533,0.9566524680531195,0.8986784140969163
19,0.1055769650841963,0.25747206253105215,0.9616637434227011,0.9074889867841409
20,0.09872235990493679,0.33342859403195374,0.9626659984966174,0.8832599118942731
21,0.10243498966512271,0.28568033841623214,0.9624154347281383,0.9052863436123348
22,0.10916608885542936,0.3348883225122969,0.9561513405161614,0.8975770925110133
23,0.09405289149409815,0.3559604286000607,0.9641693811074918,0.8821585903083701
24,0.09122378958762066,0.33491445515177365,0.9659233274868454,0.8887665198237885
25,0.09104131630464803,0.27100239469903614,0.9636682535705337,0.8898678414096917
26,0.09453302201801181,0.2903695065360006,0.9619143071911802,0.9041850220264317
27,0.09137817927169728,0.3821689328905638,0.9624154347281383,0.8788546255506607
28,0.09365279016168276,0.37262986454999325,0.9664244550238036,0.8777533039647577
29,0.08937695611429763,0.4077136413622976,0.9664244550238036,0.8755506607929515
30,0.08300092677832904,0.3082931842260215,0.9674267100977199,0.8865638766519823
