epoch,train_loss,val_loss,train_acc,val_acc
1,1.617128101049685,1.0025280291151188,0.5570456161739307,0.7062398703403565
2,0.9251758475183992,1.0050282622453557,0.7247790307832978,0.6948946515397083
3,0.7736506726996608,0.8235159718553797,0.7632835517626739,0.7406807131280388
4,0.690947430778492,0.7667321747220219,0.7878695519658641,0.7621555915721232
5,0.62525964571695,0.7701289167694108,0.8037183785431271,0.7645867098865479
6,0.5854818405240796,0.6967260047134519,0.8159097836025602,0.7876823338735819
7,0.5654371216519267,0.7025034319446385,0.8231230315960582,0.7787682333873582
8,0.530335843717496,0.6687669301921777,0.8349080564868434,0.7925445705024311
9,0.5125627505346901,0.6987214250361012,0.837447932540892,0.7836304700162074
10,0.49359503449262987,0.6381950597829719,0.8400894036371025,0.7945705024311183
11,0.47923974050177703,0.620009692117113,0.8454739408716855,0.8051053484602917
12,0.4601732181495105,0.6171063829105456,0.853499949202479,0.8030794165316045
13,0.45463158329376346,0.6163910179971785,0.8518744285278879,0.796191247974068
14,0.4311260659617403,0.559008427232208,0.8554302550035559,0.8257698541329012
15,0.436760064730324,0.6196296076257102,0.8555318500457177,0.8030794165316045
16,0.4062572642275198,0.5546587467045678,0.8658945443462359,0.8286061588330632
17,0.4035376523473114,0.5837579997870739,0.8712790815808189,0.8205024311183144
18,0.39375601374169233,0.6337516783235513,0.8708727014121711,0.8067260940032415
19,0.3791356190280629,0.7002942322234879,0.8739205526770294,0.7901134521880064
20,0.3720889129671856,0.627270855770312,0.8766636188154018,0.8030794165316045
21,0.3666793021240891,0.5451685891447459,0.8764604287310779,0.8338735818476499
22,0.3681868171438773,0.6298318026135291,0.8768668088997257,0.8103727714748784
23,0.348207436225696,0.573471436274013,0.8842832469775475,0.8294165316045381
24,0.3524882090651237,0.5814491010969977,0.8815401808391751,0.8225283630470016
25,0.3384181079063476,0.566798374128137,0.8887534288326729,0.8290113452188006
26,0.3444689362226893,0.6397708896804161,0.8820481560499848,0.8091572123176661
27,0.3307208460992664,0.5731242569631367,0.8884486437061871,0.8322528363047001
28,0.323849023554149,0.567568665227326,0.892207660266179,0.8346839546191248
29,0.3125790492628183,0.5344336198599831,0.893934775982932,0.8480551053484603
30,0.3104601900146149,0.5389100225639305,0.8943411561515798,0.8448136142625607
